well,od_600nm,time_s,temp_C,instrument,strain,gluc_conc_mM,replicate
F5,0.5422000289,79331.0,37.3,infinite,NCM3722,6,4
F5,0.5422000289,79733.7,37.2,infinite,NCM3722,6,4
F5,0.07829999924,402.4,37.2,infinite,NCM3722,6,4
F5,0.08030000329,7650.9,37.2,infinite,NCM3722,6,4
F5,0.5400000215,80136.4,37.6,infinite,NCM3722,6,4
F5,0.5388000011,80539.1,37.0,infinite,NCM3722,6,4
F5,0.537800014,80941.8,37.3,infinite,NCM3722,6,4
F5,0.5360999703,81344.5,37.6,infinite,NCM3722,6,4
F5,0.5357999802000001,81747.2,37.1,infinite,NCM3722,6,4
F5,0.5357999802000001,82149.9,37.4,infinite,NCM3722,6,4
F5,0.5340999961,82552.6,37.4,infinite,NCM3722,6,4
F5,0.5311999917,82955.3,37.5,infinite,NCM3722,6,4
F5,0.5307999849,83358.0,37.0,infinite,NCM3722,6,4
F5,0.5288000107,83760.7,37.4,infinite,NCM3722,6,4
F5,0.08139999956,8053.6,37.0,infinite,NCM3722,6,4
F5,0.5273000002,84163.3,37.5,infinite,NCM3722,6,4
F5,0.5279999971,84566.0,36.9,infinite,NCM3722,6,4
F5,0.5266000032,84968.7,37.6,infinite,NCM3722,6,4
F5,0.5256999731,85371.4,37.1,infinite,NCM3722,6,4
F5,0.5249999761999999,85774.1,37.2,infinite,NCM3722,6,4
F5,0.5249999761999999,86176.8,37.4,infinite,NCM3722,6,4
F5,0.524600029,86579.5,37.2,infinite,NCM3722,6,4
F5,0.5264000297,86982.2,37.3,infinite,NCM3722,6,4
F5,0.5253999829,87384.9,37.6,infinite,NCM3722,6,4
F5,0.5257999897,87787.6,37.6,infinite,NCM3722,6,4
F5,0.08070000261,8456.3,37.4,infinite,NCM3722,6,4
F5,0.5268999934,88190.3,37.1,infinite,NCM3722,6,4
F5,0.5274000168,88593.0,37.4,infinite,NCM3722,6,4
F5,0.5284000039,88995.7,37.6,infinite,NCM3722,6,4
F5,0.5286999941,89398.4,37.2,infinite,NCM3722,6,4
F5,0.5284000039,89801.1,37.1,infinite,NCM3722,6,4
F5,0.5278999805,90203.8,37.6,infinite,NCM3722,6,4
F5,0.08129999787,8859.0,37.6,infinite,NCM3722,6,4
F5,0.08179999887999999,9261.7,37.2,infinite,NCM3722,6,4
F5,0.08209999651000001,9664.3,37.3,infinite,NCM3722,6,4
F5,0.08280000091,10067.0,37.6,infinite,NCM3722,6,4
F5,0.08410000056,10469.7,37.3,infinite,NCM3722,6,4
F5,0.08420000225,10872.4,37.4,infinite,NCM3722,6,4
F5,0.08619999886,11275.1,37.6,infinite,NCM3722,6,4
F5,0.07769999653,805.1,37.4,infinite,NCM3722,6,4
F5,0.08659999818,11677.8,37.6,infinite,NCM3722,6,4
F5,0.0869999975,12080.5,36.9,infinite,NCM3722,6,4
F5,0.08879999815999999,12483.2,37.6,infinite,NCM3722,6,4
F5,0.08990000188,12885.9,37.1,infinite,NCM3722,6,4
F5,0.08990000188,13288.6,37.1,infinite,NCM3722,6,4
F5,0.09130000323,13691.3,37.5,infinite,NCM3722,6,4
F5,0.09319999813999999,14094.0,37.1,infinite,NCM3722,6,4
F5,0.09399999678,14496.7,37.2,infinite,NCM3722,6,4
F5,0.09480000287000001,14899.4,37.7,infinite,NCM3722,6,4
F5,0.09700000286,15302.1,37.3,infinite,NCM3722,6,4
F5,0.07769999653,1207.7,36.8,infinite,NCM3722,6,4
F5,0.09880000353,15704.8,37.2,infinite,NCM3722,6,4
F5,0.1014999971,16107.5,37.5,infinite,NCM3722,6,4
F5,0.1040999964,16510.2,37.1,infinite,NCM3722,6,4
F5,0.10610000039999999,16912.9,37.3,infinite,NCM3722,6,4
F5,0.1090999991,17315.6,37.7,infinite,NCM3722,6,4
F5,0.1120999977,17718.3,36.9,infinite,NCM3722,6,4
F5,0.11540000140000001,18121.0,37.5,infinite,NCM3722,6,4
F5,0.11940000210000001,18523.7,37.5,infinite,NCM3722,6,4
F5,0.1226999983,18926.4,36.9,infinite,NCM3722,6,4
F5,0.1279000044,19329.1,37.3,infinite,NCM3722,6,4
F5,0.07789999992,1610.4,37.4,infinite,NCM3722,6,4
F5,0.1339000016,19731.8,37.5,infinite,NCM3722,6,4
F5,0.14169999960000002,20134.5,37.1,infinite,NCM3722,6,4
F5,0.1509000063,20537.2,37.6,infinite,NCM3722,6,4
F5,0.1627999991,20939.9,37.5,infinite,NCM3722,6,4
F5,0.17849999670000002,21342.6,37.0,infinite,NCM3722,6,4
F5,0.1906999946,21745.2,37.4,infinite,NCM3722,6,4
F5,0.20849999789999998,22147.9,37.4,infinite,NCM3722,6,4
F5,0.2230000049,22550.6,37.3,infinite,NCM3722,6,4
F5,0.2325000018,22953.3,37.1,infinite,NCM3722,6,4
F5,0.2511000037,23356.0,37.3,infinite,NCM3722,6,4
F5,0.07779999822,2013.1,36.9,infinite,NCM3722,6,4
F5,0.2727000117,23758.7,37.6,infinite,NCM3722,6,4
F5,0.2933000028,24161.4,37.4,infinite,NCM3722,6,4
F5,0.3066000044,24564.1,37.0,infinite,NCM3722,6,4
F5,0.3149999976,24966.8,37.1,infinite,NCM3722,6,4
F5,0.3264999986,25369.5,37.3,infinite,NCM3722,6,4
F5,0.3400000036,25772.2,37.5,infinite,NCM3722,6,4
F5,0.3517000079,26174.9,37.5,infinite,NCM3722,6,4
F5,0.36640000340000006,26577.6,37.3,infinite,NCM3722,6,4
F5,0.38690000770000005,26980.3,36.9,infinite,NCM3722,6,4
F5,0.40490001439999995,27383.0,37.4,infinite,NCM3722,6,4
F5,0.07800000161000001,2415.8,36.9,infinite,NCM3722,6,4
F5,0.44080001119999995,27785.7,37.6,infinite,NCM3722,6,4
F5,0.4620999992,28188.4,37.3,infinite,NCM3722,6,4
F5,0.4754000008,28591.1,36.9,infinite,NCM3722,6,4
F5,0.4864000082,28993.8,37.3,infinite,NCM3722,6,4
F5,0.49410000439999996,29396.5,37.5,infinite,NCM3722,6,4
F5,0.4981999993,29799.2,37.4,infinite,NCM3722,6,4
F5,0.5069000125,30201.9,37.2,infinite,NCM3722,6,4
F5,0.5102000237,30604.6,37.0,infinite,NCM3722,6,4
F5,0.5145000219,31007.3,37.4,infinite,NCM3722,6,4
F5,0.5202999711,31410.0,37.6,infinite,NCM3722,6,4
F5,0.07769999653,2818.5,37.2,infinite,NCM3722,6,4
F5,0.5228999853,31812.7,36.9,infinite,NCM3722,6,4
F5,0.5275999903999999,32215.4,37.1,infinite,NCM3722,6,4
F5,0.5339000225,32618.1,37.4,infinite,NCM3722,6,4
F5,0.5365999937,33020.8,37.6,infinite,NCM3722,6,4
F5,0.5419999957,33423.5,37.3,infinite,NCM3722,6,4
F5,0.5442000031,33826.2,37.2,infinite,NCM3722,6,4
F5,0.5465999842,34228.9,37.6,infinite,NCM3722,6,4
F5,0.549300015,34631.6,37.3,infinite,NCM3722,6,4
F5,0.5514000058,35034.3,37.2,infinite,NCM3722,6,4
F5,0.5537999868,35437.0,37.6,infinite,NCM3722,6,4
F5,0.07800000161000001,3221.2,37.6,infinite,NCM3722,6,4
F5,0.5558999777,35839.7,36.9,infinite,NCM3722,6,4
F5,0.5577999949,36242.4,37.4,infinite,NCM3722,6,4
F5,0.5590999722,36645.0,37.6,infinite,NCM3722,6,4
F5,0.5623999834000001,37047.7,37.0,infinite,NCM3722,6,4
F5,0.5622000098,37450.5,37.4,infinite,NCM3722,6,4
F5,0.5629000068,37853.1,37.5,infinite,NCM3722,6,4
F5,0.5637999773,38255.8,37.3,infinite,NCM3722,6,4
F5,0.5641000271,38658.5,37.1,infinite,NCM3722,6,4
F5,0.5651999712,39061.2,37.6,infinite,NCM3722,6,4
F5,0.5654000043999999,39463.9,37.5,infinite,NCM3722,6,4
F6,0.07869999856000001,0.0,36.5,infinite,NCM3722,5,4
F6,0.07850000262,3623.9,37.4,infinite,NCM3722,5,4
F6,0.5807999969,39866.6,36.9,infinite,NCM3722,5,4
F6,0.5885000229,40269.3,37.5,infinite,NCM3722,5,4
F6,0.5932000279,40672.0,37.1,infinite,NCM3722,5,4
F6,0.5971999764,41074.7,37.4,infinite,NCM3722,5,4
F6,0.5983999968,41477.4,37.6,infinite,NCM3722,5,4
F6,0.600300014,41880.1,37.1,infinite,NCM3722,5,4
F6,0.600399971,42282.8,37.4,infinite,NCM3722,5,4
F6,0.6036999822,42685.5,37.4,infinite,NCM3722,5,4
F6,0.6018999815,43088.2,36.9,infinite,NCM3722,5,4
F6,0.6011000276,43490.9,37.4,infinite,NCM3722,5,4
F6,0.07869999856000001,4026.6,37.6,infinite,NCM3722,5,4
F6,0.6018999815,43893.6,37.6,infinite,NCM3722,5,4
F6,0.600300014,44296.3,37.0,infinite,NCM3722,5,4
F6,0.600399971,44699.0,37.6,infinite,NCM3722,5,4
F6,0.5970000029,45101.7,37.2,infinite,NCM3722,5,4
F6,0.5939000249,45504.4,37.2,infinite,NCM3722,5,4
F6,0.5946999788,45907.1,37.6,infinite,NCM3722,5,4
F6,0.5922999978,46309.8,37.0,infinite,NCM3722,5,4
F6,0.5886999964999999,46712.5,37.4,infinite,NCM3722,5,4
F6,0.5888000131000001,47115.2,37.5,infinite,NCM3722,5,4
F6,0.5867000222,47517.9,37.1,infinite,NCM3722,5,4
F6,0.07880000025,4429.3,37.6,infinite,NCM3722,5,4
F6,0.5856999755,47920.6,37.3,infinite,NCM3722,5,4
F6,0.5824999809,48323.3,37.6,infinite,NCM3722,5,4
F6,0.5831000209,48726.0,36.9,infinite,NCM3722,5,4
F6,0.5806999803,49128.7,37.6,infinite,NCM3722,5,4
F6,0.5788000226,49531.4,37.0,infinite,NCM3722,5,4
F6,0.5788999796000001,49934.1,37.3,infinite,NCM3722,5,4
F6,0.576399982,50336.8,37.4,infinite,NCM3722,5,4
F6,0.5738000274,50739.5,37.1,infinite,NCM3722,5,4
F6,0.5698000193,51142.2,37.4,infinite,NCM3722,5,4
F6,0.570200026,51544.9,37.1,infinite,NCM3722,5,4
F6,0.07890000194,4832.0,37.6,infinite,NCM3722,5,4
F6,0.5669999719,51947.6,37.2,infinite,NCM3722,5,4
F6,0.5651999712,52350.3,37.6,infinite,NCM3722,5,4
F6,0.5631999969,52753.0,37.0,infinite,NCM3722,5,4
F6,0.5612999797,53155.7,37.5,infinite,NCM3722,5,4
F6,0.5619999766,53558.4,37.4,infinite,NCM3722,5,4
F6,0.5583999753,53961.1,36.9,infinite,NCM3722,5,4
F6,0.5586000085,54363.8,37.6,infinite,NCM3722,5,4
F6,0.5576000214,54766.5,37.1,infinite,NCM3722,5,4
F6,0.5551999807,55169.2,37.3,infinite,NCM3722,5,4
F6,0.5561000109,55571.9,37.6,infinite,NCM3722,5,4
F6,0.07900000364,5234.7,37.1,infinite,NCM3722,5,4
F6,0.5554000139,55974.6,37.1,infinite,NCM3722,5,4
F6,0.5562999845000001,56377.3,37.6,infinite,NCM3722,5,4
F6,0.5550000072,56779.9,37.0,infinite,NCM3722,5,4
F6,0.554700017,57182.6,37.6,infinite,NCM3722,5,4
F6,0.5543000102000001,57585.3,37.1,infinite,NCM3722,5,4
F6,0.5573999882,57988.0,37.4,infinite,NCM3722,5,4
F6,0.5579000115,58390.7,37.5,infinite,NCM3722,5,4
F6,0.5580000281,58793.4,37.1,infinite,NCM3722,5,4
F6,0.5568000078,59196.1,37.6,infinite,NCM3722,5,4
F6,0.5572999716,59598.8,37.1,infinite,NCM3722,5,4
F6,0.07949999719999999,5637.4,37.0,infinite,NCM3722,5,4
F6,0.5582000017000001,60001.5,37.6,infinite,NCM3722,5,4
F6,0.5583999753,60404.2,37.2,infinite,NCM3722,5,4
F6,0.559400022,60806.9,37.5,infinite,NCM3722,5,4
F6,0.5569000244,61209.6,37.2,infinite,NCM3722,5,4
F6,0.5562000275,61612.3,37.6,infinite,NCM3722,5,4
F6,0.556400001,62015.0,36.9,infinite,NCM3722,5,4
F6,0.5568000078,62417.7,37.6,infinite,NCM3722,5,4
F6,0.5546000004,62820.4,37.0,infinite,NCM3722,5,4
F6,0.5537999868,63223.1,37.4,infinite,NCM3722,5,4
F6,0.5526000261,63625.8,37.0,infinite,NCM3722,5,4
F6,0.07980000227999999,6040.1,37.2,infinite,NCM3722,5,4
F6,0.5489000082,64028.5,37.6,infinite,NCM3722,5,4
F6,0.5473999977,64431.2,37.1,infinite,NCM3722,5,4
F6,0.5480999947,64833.9,37.4,infinite,NCM3722,5,4
F6,0.5468999743,65236.6,37.0,infinite,NCM3722,5,4
F6,0.5440999865999999,65639.3,37.6,infinite,NCM3722,5,4
F6,0.5440999865999999,66042.0,36.9,infinite,NCM3722,5,4
F6,0.5414000154,66444.7,37.7,infinite,NCM3722,5,4
F6,0.5418999791,66847.4,37.1,infinite,NCM3722,5,4
F6,0.5392000079,67250.1,37.6,infinite,NCM3722,5,4
F6,0.5353999734,67652.8,37.0,infinite,NCM3722,5,4
F6,0.08030000329,6442.8,37.4,infinite,NCM3722,5,4
F6,0.5364000201,68055.5,37.6,infinite,NCM3722,5,4
F6,0.5329999924000001,68458.2,37.0,infinite,NCM3722,5,4
F6,0.5339999795,68860.9,37.4,infinite,NCM3722,5,4
F6,0.5333999990999999,69263.6,37.0,infinite,NCM3722,5,4
F6,0.5315999985000001,69666.3,37.6,infinite,NCM3722,5,4
F6,0.5322999954,70069.0,36.9,infinite,NCM3722,5,4
F6,0.5304999948,70471.7,37.6,infinite,NCM3722,5,4
F6,0.5314999819,70874.3,37.1,infinite,NCM3722,5,4
F6,0.530099988,71277.1,37.6,infinite,NCM3722,5,4
F6,0.5310000181,71679.7,36.9,infinite,NCM3722,5,4
F6,0.08030000329,6845.5,37.5,infinite,NCM3722,5,4
F6,0.5314999819,72082.5,37.6,infinite,NCM3722,5,4
F6,0.5303000212,72485.1,37.0,infinite,NCM3722,5,4
F6,0.5313000083,72887.8,37.6,infinite,NCM3722,5,4
F6,0.5329999924000001,73290.5,37.0,infinite,NCM3722,5,4
F6,0.533100009,73693.2,37.6,infinite,NCM3722,5,4
F6,0.5340999961,74095.9,37.0,infinite,NCM3722,5,4
F6,0.5345000029,74498.6,37.4,infinite,NCM3722,5,4
F6,0.5375999807999999,74901.3,37.7,infinite,NCM3722,5,4
F6,0.5370000005,75304.0,37.0,infinite,NCM3722,5,4
F6,0.5368000269,75706.7,37.5,infinite,NCM3722,5,4
F6,0.08049999923,7248.2,37.5,infinite,NCM3722,5,4
F6,0.5399000049,76109.4,37.4,infinite,NCM3722,5,4
F6,0.5386000276,76512.1,37.1,infinite,NCM3722,5,4
F6,0.5421000122999999,76914.8,37.6,infinite,NCM3722,5,4
F6,0.5390999913000001,77317.5,37.1,infinite,NCM3722,5,4
F6,0.5430999994,77720.2,37.4,infinite,NCM3722,5,4
F6,0.5428000092999999,78122.9,37.5,infinite,NCM3722,5,4
F6,0.5397999883,78525.6,37.2,infinite,NCM3722,5,4
F6,0.5415999889,78928.3,37.6,infinite,NCM3722,5,4
F6,0.5403000116,79331.0,37.3,infinite,NCM3722,5,4
F6,0.5393000245,79733.7,37.2,infinite,NCM3722,5,4
F6,0.07840000092999999,402.4,37.2,infinite,NCM3722,5,4
F6,0.08089999855,7650.9,37.2,infinite,NCM3722,5,4
F6,0.5383999944,80136.4,37.6,infinite,NCM3722,5,4
F6,0.5360000134,80539.1,37.0,infinite,NCM3722,5,4
F6,0.5360000134,80941.8,37.3,infinite,NCM3722,5,4
F6,0.5339000225,81344.5,37.6,infinite,NCM3722,5,4
F6,0.5332999825,81747.2,37.1,infinite,NCM3722,5,4
F6,0.5321000218,82149.9,37.4,infinite,NCM3722,5,4
F6,0.5307999849,82552.6,37.4,infinite,NCM3722,5,4
F6,0.5286999941,82955.3,37.5,infinite,NCM3722,5,4
F6,0.5256000161,83358.0,37.0,infinite,NCM3722,5,4
F6,0.5259000063,83760.7,37.4,infinite,NCM3722,5,4
F6,0.08229999989,8053.6,37.0,infinite,NCM3722,5,4
F6,0.5264999866,84163.3,37.5,infinite,NCM3722,5,4
F6,0.5242000222,84566.0,36.9,infinite,NCM3722,5,4
F6,0.5235000253000001,84968.7,37.6,infinite,NCM3722,5,4
F6,0.5220000147999999,85371.4,37.1,infinite,NCM3722,5,4
F6,0.5198000073,85774.1,37.2,infinite,NCM3722,5,4
F6,0.5231999755,86176.8,37.4,infinite,NCM3722,5,4
F6,0.5217999816,86579.5,37.2,infinite,NCM3722,5,4
F6,0.5231000185,86982.2,37.3,infinite,NCM3722,5,4
F6,0.5253999829,87384.9,37.6,infinite,NCM3722,5,4
F6,0.5278999805,87787.6,37.6,infinite,NCM3722,5,4
F6,0.08200000226,8456.3,37.4,infinite,NCM3722,5,4
F6,0.5264000297,88190.3,37.1,infinite,NCM3722,5,4
F6,0.5288000107,88593.0,37.4,infinite,NCM3722,5,4
F6,0.5295000075999999,88995.7,37.6,infinite,NCM3722,5,4
F6,0.5327000022,89398.4,37.2,infinite,NCM3722,5,4
F6,0.5311999917,89801.1,37.1,infinite,NCM3722,5,4
F6,0.5321000218,90203.8,37.6,infinite,NCM3722,5,4
F6,0.08250000328,8859.0,37.6,infinite,NCM3722,5,4
F6,0.0829000026,9261.7,37.2,infinite,NCM3722,5,4
F6,0.08389999717,9664.3,37.3,infinite,NCM3722,5,4
F6,0.0842999965,10067.0,37.6,infinite,NCM3722,5,4
F6,0.08560000359999999,10469.7,37.3,infinite,NCM3722,5,4
F6,0.08579999954,10872.4,37.4,infinite,NCM3722,5,4
F6,0.08799999952,11275.1,37.6,infinite,NCM3722,5,4
F6,0.0781000033,805.1,37.4,infinite,NCM3722,5,4
F6,0.08879999815999999,11677.8,37.6,infinite,NCM3722,5,4
F6,0.08950000256000001,12080.5,36.9,infinite,NCM3722,5,4
F6,0.09019999950999999,12483.2,37.6,infinite,NCM3722,5,4
F6,0.09250000118999999,12885.9,37.1,infinite,NCM3722,5,4
F6,0.09260000287999999,13288.6,37.1,infinite,NCM3722,5,4
F6,0.09520000219000001,13691.3,37.5,infinite,NCM3722,5,4
F6,0.09600000082999999,14094.0,37.1,infinite,NCM3722,5,4
F6,0.09759999812,14496.7,37.2,infinite,NCM3722,5,4
F6,0.09960000217000001,14899.4,37.7,infinite,NCM3722,5,4
F6,0.10189999640000001,15302.1,37.3,infinite,NCM3722,5,4
F6,0.0781000033,1207.7,36.8,infinite,NCM3722,5,4
F6,0.1040000021,15704.8,37.2,infinite,NCM3722,5,4
F6,0.1074000001,16107.5,37.5,infinite,NCM3722,5,4
F6,0.1101000011,16510.2,37.1,infinite,NCM3722,5,4
F6,0.11309999970000001,16912.9,37.3,infinite,NCM3722,5,4
F6,0.11670000109999999,17315.6,37.7,infinite,NCM3722,5,4
F6,0.1203999966,17718.3,36.9,infinite,NCM3722,5,4
F6,0.1247000024,18121.0,37.5,infinite,NCM3722,5,4
F6,0.1300999969,18523.7,37.5,infinite,NCM3722,5,4
F6,0.1360999942,18926.4,36.9,infinite,NCM3722,5,4
F6,0.1448000073,19329.1,37.3,infinite,NCM3722,5,4
F6,0.07850000262,1610.4,37.4,infinite,NCM3722,5,4
F6,0.1553999931,19731.8,37.5,infinite,NCM3722,5,4
F6,0.1680999994,20134.5,37.1,infinite,NCM3722,5,4
F6,0.17900000510000003,20537.2,37.6,infinite,NCM3722,5,4
F6,0.1958000064,20939.9,37.5,infinite,NCM3722,5,4
F6,0.2178999931,21342.6,37.0,infinite,NCM3722,5,4
F6,0.2381000072,21745.2,37.4,infinite,NCM3722,5,4
F6,0.2515999973,22147.9,37.4,infinite,NCM3722,5,4
F6,0.2824999988,22550.6,37.3,infinite,NCM3722,5,4
F6,0.30329999329999996,22953.3,37.1,infinite,NCM3722,5,4
F6,0.3244999945,23356.0,37.3,infinite,NCM3722,5,4
F6,0.07829999924,2013.1,36.9,infinite,NCM3722,5,4
F6,0.33539998530000004,23758.7,37.6,infinite,NCM3722,5,4
F6,0.34810000659999996,24161.4,37.4,infinite,NCM3722,5,4
F6,0.36349999899999996,24564.1,37.0,infinite,NCM3722,5,4
F6,0.3734000027,24966.8,37.1,infinite,NCM3722,5,4
F6,0.3890999854,25369.5,37.3,infinite,NCM3722,5,4
F6,0.4059000015,25772.2,37.5,infinite,NCM3722,5,4
F6,0.43250000479999995,26174.9,37.5,infinite,NCM3722,5,4
F6,0.453700006,26577.6,37.3,infinite,NCM3722,5,4
F6,0.46869999170000004,26980.3,36.9,infinite,NCM3722,5,4
F6,0.4763000011,27383.0,37.4,infinite,NCM3722,5,4
F6,0.07800000161000001,2415.8,36.9,infinite,NCM3722,5,4
F6,0.4833999872,27785.7,37.6,infinite,NCM3722,5,4
F6,0.48989999289999997,28188.4,37.3,infinite,NCM3722,5,4
F6,0.49489998820000003,28591.1,36.9,infinite,NCM3722,5,4
F6,0.5015000104999999,28993.8,37.3,infinite,NCM3722,5,4
F6,0.5099999905,29396.5,37.5,infinite,NCM3722,5,4
F6,0.513800025,29799.2,37.4,infinite,NCM3722,5,4
F6,0.5217000246,30201.9,37.2,infinite,NCM3722,5,4
F6,0.5263000131000001,30604.6,37.0,infinite,NCM3722,5,4
F6,0.5292000175,31007.3,37.4,infinite,NCM3722,5,4
F6,0.5339000225,31410.0,37.6,infinite,NCM3722,5,4
F6,0.07829999924,2818.5,37.2,infinite,NCM3722,5,4
F6,0.5367000103,31812.7,36.9,infinite,NCM3722,5,4
F6,0.5389000177000001,32215.4,37.1,infinite,NCM3722,5,4
F6,0.5422000289,32618.1,37.4,infinite,NCM3722,5,4
F6,0.543299973,33020.8,37.6,infinite,NCM3722,5,4
F6,0.5446000099,33423.5,37.3,infinite,NCM3722,5,4
F6,0.5465999842,33826.2,37.2,infinite,NCM3722,5,4
F6,0.5446000099,34228.9,37.6,infinite,NCM3722,5,4
F6,0.5468999743,34631.6,37.3,infinite,NCM3722,5,4
F6,0.5475999713,35034.3,37.2,infinite,NCM3722,5,4
F6,0.5473999977,35437.0,37.6,infinite,NCM3722,5,4
F6,0.07819999754,3221.2,37.6,infinite,NCM3722,5,4
F6,0.549300015,35839.7,36.9,infinite,NCM3722,5,4
F6,0.5515999793999999,36242.4,37.4,infinite,NCM3722,5,4
F6,0.554700017,36645.0,37.6,infinite,NCM3722,5,4
F6,0.5575000048,37047.7,37.0,infinite,NCM3722,5,4
F6,0.5572000146,37450.5,37.4,infinite,NCM3722,5,4
F6,0.5602999926,37853.1,37.5,infinite,NCM3722,5,4
F6,0.5644999743,38255.8,37.3,infinite,NCM3722,5,4
F6,0.564899981,38658.5,37.1,infinite,NCM3722,5,4
F6,0.5687000154999999,39061.2,37.6,infinite,NCM3722,5,4
F6,0.5744000077,39463.9,37.5,infinite,NCM3722,5,4
F7,0.07859999686000001,0.0,36.5,infinite,NCM3722,4,4
F7,0.07819999754,3623.9,37.4,infinite,NCM3722,4,4
F7,0.5791000128,39866.6,36.9,infinite,NCM3722,4,4
F7,0.5799000263,40269.3,37.5,infinite,NCM3722,4,4
F7,0.5780000090999999,40672.0,37.1,infinite,NCM3722,4,4
F7,0.5788999796000001,41074.7,37.4,infinite,NCM3722,4,4
F7,0.5766999722,41477.4,37.6,infinite,NCM3722,4,4
F7,0.5748999714999999,41880.1,37.1,infinite,NCM3722,4,4
F7,0.5727999806,42282.8,37.4,infinite,NCM3722,4,4
F7,0.5687000154999999,42685.5,37.4,infinite,NCM3722,4,4
F7,0.5677999854,43088.2,36.9,infinite,NCM3722,4,4
F7,0.5698000193,43490.9,37.4,infinite,NCM3722,4,4
F7,0.07819999754,4026.6,37.6,infinite,NCM3722,4,4
F7,0.5659999847,43893.6,37.6,infinite,NCM3722,4,4
F7,0.5672000051,44296.3,37.0,infinite,NCM3722,4,4
F7,0.5699999928,44699.0,37.6,infinite,NCM3722,4,4
F7,0.5680000186,45101.7,37.2,infinite,NCM3722,4,4
F7,0.5690000057,45504.4,37.2,infinite,NCM3722,4,4
F7,0.5676000118,45907.1,37.6,infinite,NCM3722,4,4
F7,0.5677000284,46309.8,37.0,infinite,NCM3722,4,4
F7,0.570900023,46712.5,37.4,infinite,NCM3722,4,4
F7,0.5738000274,47115.2,37.5,infinite,NCM3722,4,4
F7,0.573300004,47517.9,37.1,infinite,NCM3722,4,4
F7,0.07829999924,4429.3,37.6,infinite,NCM3722,4,4
F7,0.5720999836999999,47920.6,37.3,infinite,NCM3722,4,4
F7,0.570900023,48323.3,37.6,infinite,NCM3722,4,4
F7,0.5731999874,48726.0,36.9,infinite,NCM3722,4,4
F7,0.5742999911,49128.7,37.6,infinite,NCM3722,4,4
F7,0.5738999844,49531.4,37.0,infinite,NCM3722,4,4
F7,0.5703999996,49934.1,37.3,infinite,NCM3722,4,4
F7,0.57099998,50336.8,37.4,infinite,NCM3722,4,4
F7,0.5698000193,50739.5,37.1,infinite,NCM3722,4,4
F7,0.5712000132,51142.2,37.4,infinite,NCM3722,4,4
F7,0.5723000169,51544.9,37.1,infinite,NCM3722,4,4
F7,0.07859999686000001,4832.0,37.6,infinite,NCM3722,4,4
F7,0.5697000027,51947.6,37.2,infinite,NCM3722,4,4
F7,0.568599999,52350.3,37.6,infinite,NCM3722,4,4
F7,0.5698000193,52753.0,37.0,infinite,NCM3722,4,4
F7,0.5684000254,53155.7,37.5,infinite,NCM3722,4,4
F7,0.5669999719,53558.4,37.4,infinite,NCM3722,4,4
F7,0.570200026,53961.1,36.9,infinite,NCM3722,4,4
F7,0.5701000093999999,54363.8,37.6,infinite,NCM3722,4,4
F7,0.5687000154999999,54766.5,37.1,infinite,NCM3722,4,4
F7,0.5669999719,55169.2,37.3,infinite,NCM3722,4,4
F7,0.5697000027,55571.9,37.6,infinite,NCM3722,4,4
F7,0.07880000025,5234.7,37.1,infinite,NCM3722,4,4
F7,0.5697000027,55974.6,37.1,infinite,NCM3722,4,4
F7,0.5691000223,56377.3,37.6,infinite,NCM3722,4,4
F7,0.5669999719,56779.9,37.0,infinite,NCM3722,4,4
F7,0.5673000215999999,57182.6,37.6,infinite,NCM3722,4,4
F7,0.5708000064000001,57585.3,37.1,infinite,NCM3722,4,4
F7,0.5681999922,57988.0,37.4,infinite,NCM3722,4,4
F7,0.568599999,58390.7,37.5,infinite,NCM3722,4,4
F7,0.5688999891,58793.4,37.1,infinite,NCM3722,4,4
F7,0.5684999824,59196.1,37.6,infinite,NCM3722,4,4
F7,0.5673000215999999,59598.8,37.1,infinite,NCM3722,4,4
F7,0.07909999788,5637.4,37.0,infinite,NCM3722,4,4
F7,0.5652999878,60001.5,37.6,infinite,NCM3722,4,4
F7,0.5692999959,60404.2,37.2,infinite,NCM3722,4,4
F7,0.5638999939,60806.9,37.5,infinite,NCM3722,4,4
F7,0.5676000118,61209.6,37.2,infinite,NCM3722,4,4
F7,0.5697000027,61612.3,37.6,infinite,NCM3722,4,4
F7,0.5705000162,62015.0,36.9,infinite,NCM3722,4,4
F7,0.5688999891,62417.7,37.6,infinite,NCM3722,4,4
F7,0.5724999905,62820.4,37.0,infinite,NCM3722,4,4
F7,0.5744000077,63223.1,37.4,infinite,NCM3722,4,4
F7,0.5755000114,63625.8,37.0,infinite,NCM3722,4,4
F7,0.07930000126,6040.1,37.2,infinite,NCM3722,4,4
F7,0.5782999992,64028.5,37.6,infinite,NCM3722,4,4
F7,0.5766000152,64431.2,37.1,infinite,NCM3722,4,4
F7,0.5781000257,64833.9,37.4,infinite,NCM3722,4,4
F7,0.5788000226,65236.6,37.0,infinite,NCM3722,4,4
F7,0.5805000067,65639.3,37.6,infinite,NCM3722,4,4
F7,0.5774999857,66042.0,36.9,infinite,NCM3722,4,4
F7,0.5758000016,66444.7,37.7,infinite,NCM3722,4,4
F7,0.5798000097,66847.4,37.1,infinite,NCM3722,4,4
F7,0.5802000165,67250.1,37.6,infinite,NCM3722,4,4
